Season,Lg,Player,Voting,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999,award,Coach,W,L,W/L%,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Games
1978-79,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Ron Brewer,Phil Ford,Reggie Theus,Mychal Thompson,Terry Tyler,
1977-78,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Walter Davis,Marques Johnson,Bernard King,Norm Nixon,Jack Sikma,
1976-77,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Adrian Dantley,Mitch Kupchak,Ron Lee,John Lucas,Scott May,
1975-76,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Alvan Adams,Lionel Hollins,Joe Meriweather,John Shumate,Gus Williams,
1975-76,ABA,,,,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Ticky Burden,M.L. Carr,Kim Hughes,Mark Olberding,David Thompson,
1974-75,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Tom Burleson,John Drew,Scott Wedman,Jamaal Wilkes,Brian Winters,
1974-75,ABA,,,,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Marvin Barnes,Gus Gerard,Bobby Jones,Billy Knight,Moses Malone,
1973-74,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Mike Bantom,Ron Behagen,John Brown,Ernie DiGregorio,Nick Weatherspoon,
1973-74,ABA,,,,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Mike Green,Larry Kenon,Bo Lamar,Swen Nater,John Williamson,
1972-73,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Freddie Boyd,Dwight Davis,Bob McAdoo,Lloyd Neal,Jim Price,
1972-73,ABA,,,,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Jim Chones,George Gervin,James Silas,Brian Taylor,Dennis Wuycik,
1971-72,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Austin Carr,Phil Chenier,Clifford Ray,Elmore Smith,Sidney Wicks,
1971-72,ABA,,,,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Julius Erving,Artis Gilmore,George McGinnis,Johnny Neumann,John Roche,
1970-71,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Dave Cowens,Bob Lanier,Pete Maravich,Calvin Murphy,Geoff Petrie,
1970-71,ABA,,,,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Joe Hamilton,Dan Issel,Wendell Ladner,Sam Robinson,Charlie Scott,
1969-70,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Kareem Abdul-Jabbar,Bob Dandridge,Mike Davis,Dick Garrett,Jo Jo White,
1969-70,ABA,,,,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Mike Barrett,John Brisker,Mack Calvin,Spencer Haywood,Willie Wise,
1968-69,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Gary Gregor,Art Harris,Elvin Hayes,Bill Hewitt,Wes Unseld,
1968-69,ABA,,,,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Ron Boone,Warren Jabali,Larry Miller,Gene Moore,Walt Piatkowski,
1967-68,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Walt Frazier,Phil Jackson,Earl Monroe,Bob Rule,Al Tucker,
1967-68,ABA,,,,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Louie Dampier,Mel Daniels,Jimmy Jones,Bob Netolicky,Trooper Washington,
1966-67,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Dave Bing,Lou Hudson,Jack Marin,Erwin Mueller,Cazzie Russell,
1965-66,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Rick Barry,Billy Cunningham,Fred Hetzel,Dick Van Arsdale,Tom Van Arsdale,
1964-65,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Jim Barnes,Luke Jackson,Howard Komives,Willis Reed,Joe Caldwell Wali Jones (T),
1963-64,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Art Heyman,Gus Johnson,Jerry Lucas,Rod Thorn,Nate Thurmond,
1962-63,NBA,,(V),,1st,,,,,,,,,,,,,,all_rookie_teams,,,,,Zelmo Beaty,Dave DeBusschere,Terry Dischinger,John Havlicek,Chet Walker,
2024-25,NBA,Evan Mobley,(V),23.0,CLE,71.0,30.5,18.5,9.3,3.2,0.9,1.6,0.557,0.37,0.725,9.0,0.2,mobleev01,dpoy,,,,,,,,,,
2023-24,NBA,Rudy Gobert,(V),31.0,MIN,76.0,34.1,14.0,12.9,1.3,0.7,2.1,0.661,0.0,0.638,11.6,0.216,goberru01,dpoy,,,,,,,,,,
2022-23,NBA,Jaren Jackson Jr.,(V),23.0,MEM,63.0,28.4,18.6,6.8,1.0,1.0,3.0,0.506,0.355,0.788,6.6,0.177,jacksja02,dpoy,,,,,,,,,,
2021-22,NBA,Marcus Smart,(V),27.0,BOS,71.0,32.3,12.1,3.8,5.9,1.7,0.3,0.418,0.331,0.793,5.6,0.116,smartma01,dpoy,,,,,,,,,,
2020-21,NBA,Rudy Gobert,(V),28.0,UTA,71.0,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0.0,0.623,11.3,0.248,goberru01,dpoy,,,,,,,,,,
2019-20,NBA,Giannis Antetokounmpo,(V),25.0,MIL,63.0,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,antetgi01,dpoy,,,,,,,,,,
2018-19,NBA,Rudy Gobert,(V),26.0,UTA,81.0,31.8,15.9,12.9,2.0,0.8,2.3,0.669,,0.636,14.4,0.268,goberru01,dpoy,,,,,,,,,,
2017-18,NBA,Rudy Gobert,(V),25.0,UTA,56.0,32.4,13.5,10.7,1.4,0.8,2.3,0.622,,0.682,8.1,0.214,goberru01,dpoy,,,,,,,,,,
2016-17,NBA,Draymond Green,(V),26.0,GSW,76.0,32.5,10.2,7.9,7.0,2.0,1.4,0.418,0.308,0.709,8.2,0.16,greendr01,dpoy,,,,,,,,,,
2015-16,NBA,Kawhi Leonard,(V),24.0,SAS,72.0,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,leonaka01,dpoy,,,,,,,,,,
2014-15,NBA,Kawhi Leonard,(V),23.0,SAS,64.0,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,leonaka01,dpoy,,,,,,,,,,
2013-14,NBA,Joakim Noah,(V),28.0,CHI,80.0,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,noahjo01,dpoy,,,,,,,,,,
2012-13,NBA,Marc Gasol,(V),28.0,MEM,80.0,35.0,14.1,7.8,4.0,1.0,1.7,0.494,0.071,0.848,11.5,0.197,gasolma01,dpoy,,,,,,,,,,
2011-12,NBA,Tyson Chandler,(V),29.0,NYK,62.0,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0.0,0.689,9.5,0.22,chandty01,dpoy,,,,,,,,,,
2010-11,NBA,Dwight Howard,(V),25.0,ORL,78.0,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0.0,0.596,14.4,0.235,howardw01,dpoy,,,,,,,,,,
2009-10,NBA,Dwight Howard,(V),24.0,ORL,82.0,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.592,13.2,0.223,howardw01,dpoy,,,,,,,,,,
2008-09,NBA,Dwight Howard,(V),23.0,ORL,79.0,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234,howardw01,dpoy,,,,,,,,,,
2007-08,NBA,Kevin Garnett,(V),31.0,BOS,71.0,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265,garneke01,dpoy,,,,,,,,,,
2006-07,NBA,Marcus Camby,(V),32.0,DEN,70.0,33.8,11.2,11.7,3.2,1.2,3.3,0.473,0.0,0.729,7.6,0.155,cambyma01,dpoy,,,,,,,,,,
2005-06,NBA,Ben Wallace,(V),31.0,DET,82.0,35.2,7.3,11.3,1.9,1.8,2.2,0.51,0.0,0.416,10.1,0.168,wallabe01,dpoy,,,,,,,,,,
2004-05,NBA,Ben Wallace,(V),30.0,DET,74.0,36.1,9.7,12.2,1.7,1.4,2.4,0.453,0.111,0.428,8.5,0.153,wallabe01,dpoy,,,,,,,,,,
2003-04,NBA,Metta World Peace,(V),24.0,IND,73.0,37.2,18.3,5.3,3.7,2.1,0.7,0.421,0.31,0.733,8.0,0.141,artesro01,dpoy,,,,,,,,,,
2002-03,NBA,Ben Wallace,(V),28.0,DET,73.0,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,wallabe01,dpoy,,,,,,,,,,
2001-02,NBA,Ben Wallace,(V),27.0,DET,80.0,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,wallabe01,dpoy,,,,,,,,,,
2000-01,NBA,Dikembe Mutombo,(V),34.0,TOT,75.0,34.5,10.0,13.5,1.0,0.4,2.7,0.484,,0.725,8.1,0.151,mutomdi01,dpoy,,,,,,,,,,
1999-00,NBA,Alonzo Mourning,(V),29.0,MIA,79.0,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0.0,0.711,12.9,0.226,mournal01,dpoy,,,,,,,,,,
1998-99,NBA,Alonzo Mourning,(V),28.0,MIA,46.0,38.1,20.1,11.0,1.6,0.7,3.9,0.511,0.0,0.652,7.9,0.216,mournal01,dpoy,,,,,,,,,,
1997-98,NBA,Dikembe Mutombo,(V),31.0,ATL,82.0,35.6,13.4,11.4,1.0,0.4,3.4,0.537,,0.67,10.8,0.177,mutomdi01,dpoy,,,,,,,,,,
1996-97,NBA,Dikembe Mutombo,(V),30.0,ATL,80.0,37.2,13.3,11.6,1.4,0.6,3.3,0.527,,0.705,11.3,0.183,mutomdi01,dpoy,,,,,,,,,,
1995-96,NBA,Gary Payton,(V),27.0,SEA,81.0,39.0,19.3,4.2,7.5,2.9,0.2,0.484,0.328,0.748,11.5,0.174,paytoga01,dpoy,,,,,,,,,,
1994-95,NBA,Dikembe Mutombo,(V),28.0,DEN,82.0,37.8,11.5,12.5,1.4,0.5,3.9,0.556,,0.654,8.7,0.135,mutomdi01,dpoy,,,,,,,,,,
1993-94,NBA,Hakeem Olajuwon,(V),31.0,HOU,80.0,41.0,27.3,11.9,3.6,1.6,3.7,0.528,0.421,0.716,14.3,0.21,olajuha01,dpoy,,,,,,,,,,
1992-93,NBA,Hakeem Olajuwon,(V),30.0,HOU,82.0,39.5,26.1,13.0,3.5,1.8,4.2,0.529,0.0,0.779,15.8,0.234,olajuha01,dpoy,,,,,,,,,,
1991-92,NBA,David Robinson,(V),26.0,SAS,68.0,37.7,23.2,12.2,2.7,2.3,4.5,0.551,0.125,0.701,13.9,0.26,robinda01,dpoy,,,,,,,,,,
1990-91,NBA,Dennis Rodman,(V),29.0,DET,82.0,33.5,8.2,12.5,1.0,0.8,0.7,0.493,0.2,0.631,8.7,0.151,rodmade01,dpoy,,,,,,,,,,
1989-90,NBA,Dennis Rodman,(V),28.0,DET,82.0,29.0,8.8,9.7,0.9,0.6,0.7,0.581,0.111,0.654,9.3,0.189,rodmade01,dpoy,,,,,,,,,,
1988-89,NBA,Mark Eaton,(V),32.0,UTA,82.0,35.5,6.2,10.3,1.0,0.5,3.8,0.462,,0.66,6.6,0.108,eatonma01,dpoy,,,,,,,,,,
1987-88,NBA,Michael Jordan,(V),24.0,CHI,82.0,40.4,35.0,5.5,5.9,3.2,1.6,0.535,0.132,0.841,21.2,0.308,jordami01,dpoy,,,,,,,,,,
1986-87,NBA,Michael Cooper,(V),30.0,LAL,82.0,27.5,10.5,3.1,4.5,1.0,0.5,0.438,0.385,0.851,6.1,0.131,coopemi01,dpoy,,,,,,,,,,
1985-86,NBA,Alvin Robertson,(V),23.0,SAS,82.0,35.1,17.0,6.3,5.5,3.7,0.5,0.514,0.276,0.795,8.6,0.143,roberal01,dpoy,,,,,,,,,,
1984-85,NBA,Mark Eaton,(V),28.0,UTA,82.0,34.3,9.7,11.3,1.5,0.4,5.6,0.449,,0.712,5.4,0.093,eatonma01,dpoy,,,,,,,,,,
1983-84,NBA,Sidney Moncrief,(V),26.0,MIL,79.0,38.9,20.9,6.7,4.5,1.4,0.3,0.498,0.278,0.848,12.7,0.198,moncrsi01,dpoy,,,,,,,,,,
1982-83,NBA,Sidney Moncrief,(V),25.0,MIL,76.0,35.7,22.5,5.8,3.9,1.5,0.3,0.524,0.1,0.826,13.2,0.233,moncrsi01,dpoy,,,,,,,,,,
2024-25,NBA,Pascal Siakam,,30.0,IND,,36.0,24.8,5.0,3.5,1.3,0.7,0.524,0.5,0.674,,,siakapa01,ecfmvp,,,,,,,,,,6.0
2023-24,NBA,Jaylen Brown,,27.0,BOS,,41.0,29.8,5.0,3.0,2.0,0.8,0.517,0.37,0.655,,,brownja02,ecfmvp,,,,,,,,,,4.0
2022-23,NBA,Jimmy Butler,,33.0,MIA,,39.6,24.7,7.6,6.1,2.6,0.4,0.42,0.348,0.833,,,butleji01,ecfmvp,,,,,,,,,,7.0
2021-22,NBA,Jayson Tatum,,23.0,BOS,,40.7,25.0,8.3,5.6,1.1,0.9,0.462,0.353,0.86,,,tatumja01,ecfmvp,,,,,,,,,,7.0
2023-24,NBA,Jaylen Brown,,27.0,BOS,5.0,38.6,20.8,5.4,5.0,1.6,0.8,0.44,0.235,0.733,,,brownja02,fmvp,,,,,,,,,,
2022-23,NBA,Nikola Jokić,,27.0,DEN,5.0,41.2,30.2,14.0,7.2,0.8,1.4,0.583,0.421,0.838,,,jokicni01,fmvp,,,,,,,,,,
2021-22,NBA,Stephen Curry,,33.0,GSW,6.0,37.5,31.2,6.0,5.0,2.0,0.2,0.482,0.437,0.857,,,curryst01,fmvp,,,,,,,,,,
2020-21,NBA,Giannis Antetokounmpo,,26.0,MIL,6.0,39.8,35.2,13.2,5.0,1.2,1.8,0.618,0.2,0.659,,,antetgi01,fmvp,,,,,,,,,,
2019-20,NBA,LeBron James,,35.0,LAL,6.0,39.3,29.8,11.8,8.5,1.2,0.5,0.591,0.417,0.667,,,jamesle01,fmvp,,,,,,,,,,
2018-19,NBA,Kawhi Leonard,,27.0,TOR,6.0,40.5,28.5,9.8,4.2,2.0,1.2,0.434,0.357,0.906,,,leonaka01,fmvp,,,,,,,,,,
2017-18,NBA,Kevin Durant,,29.0,GSW,4.0,41.3,28.8,10.8,7.5,0.8,2.3,0.526,0.409,0.963,,,duranke01,fmvp,,,,,,,,,,
2016-17,NBA,Kevin Durant,,28.0,GSW,5.0,39.8,35.2,8.2,5.4,1.0,1.6,0.556,0.474,0.927,,,duranke01,fmvp,,,,,,,,,,
2015-16,NBA,LeBron James,,31.0,CLE,7.0,41.7,29.7,11.3,8.9,2.6,2.3,0.494,0.371,0.721,,,jamesle01,fmvp,,,,,,,,,,
2014-15,NBA,Andre Iguodala,,31.0,GSW,6.0,37.0,16.3,5.8,4.0,1.3,0.3,0.521,0.4,0.357,,,iguodan01,fmvp,,,,,,,,,,
2013-14,NBA,Kawhi Leonard,,22.0,SAS,5.0,33.4,17.8,6.4,2.0,1.6,1.2,0.612,0.579,0.783,,,leonaka01,fmvp,,,,,,,,,,
2012-13,NBA,LeBron James,,28.0,MIA,7.0,43.0,25.3,10.9,7.0,2.3,0.9,0.447,0.353,0.795,,,jamesle01,fmvp,,,,,,,,,,
2011-12,NBA,LeBron James,,27.0,MIA,5.0,44.0,28.6,10.2,7.4,1.6,0.4,0.472,0.188,0.826,,,jamesle01,fmvp,,,,,,,,,,
2010-11,NBA,Dirk Nowitzki,,32.0,DAL,6.0,40.3,26.0,9.7,2.0,0.7,0.7,0.416,0.368,0.978,,,nowitdi01,fmvp,,,,,,,,,,
2009-10,NBA,Kobe Bryant,,31.0,LAL,7.0,41.1,28.6,8.0,3.9,2.1,0.7,0.405,0.319,0.883,,,bryanko01,fmvp,,,,,,,,,,
2008-09,NBA,Kobe Bryant,,30.0,LAL,5.0,43.8,32.4,5.6,7.4,1.4,1.4,0.43,0.36,0.841,,,bryanko01,fmvp,,,,,,,,,,
2007-08,NBA,Paul Pierce,,30.0,BOS,6.0,38.8,21.8,4.5,6.3,1.2,0.3,0.432,0.393,0.83,,,piercpa01,fmvp,,,,,,,,,,
2006-07,NBA,Tony Parker,,24.0,SAS,4.0,37.8,24.5,5.0,3.3,0.8,0.0,0.568,0.571,0.526,,,parketo01,fmvp,,,,,,,,,,
2005-06,NBA,Dwyane Wade,,24.0,MIA,6.0,43.5,34.7,7.8,3.8,2.7,1.0,0.468,0.273,0.773,,,wadedw01,fmvp,,,,,,,,,,
2004-05,NBA,Tim Duncan,,28.0,SAS,7.0,40.7,20.6,14.1,2.1,0.4,2.1,0.419,,0.667,,,duncati01,fmvp,,,,,,,,,,
2003-04,NBA,Chauncey Billups,,27.0,DET,5.0,38.8,21.0,3.2,5.2,1.2,0.0,0.509,0.471,0.929,,,billuch01,fmvp,,,,,,,,,,
2002-03,NBA,Tim Duncan,,26.0,SAS,6.0,44.0,24.2,17.0,5.3,1.0,5.3,0.495,0.0,0.685,,,duncati01,fmvp,,,,,,,,,,
2001-02,NBA,Shaquille O'Neal,,29.0,LAL,4.0,41.5,36.3,12.3,3.8,0.5,2.8,0.595,,0.662,,,onealsh01,fmvp,,,,,,,,,,
2000-01,NBA,Shaquille O'Neal,,28.0,LAL,5.0,45.0,33.0,15.8,4.8,0.4,3.4,0.573,,0.513,,,onealsh01,fmvp,,,,,,,,,,
1999-00,NBA,Shaquille O'Neal,,27.0,LAL,6.0,45.7,38.0,16.7,2.3,1.0,2.7,0.611,,0.387,,,onealsh01,fmvp,,,,,,,,,,
1998-99,NBA,Tim Duncan,,22.0,SAS,5.0,45.6,27.4,14.0,2.4,1.0,2.2,0.537,0.0,0.795,,,duncati01,fmvp,,,,,,,,,,
1997-98,NBA,Michael Jordan,,34.0,CHI,6.0,41.7,33.5,4.0,2.3,1.8,0.7,0.427,0.308,0.814,,,jordami01,fmvp,,,,,,,,,,
1996-97,NBA,Michael Jordan,,33.0,CHI,6.0,42.7,32.3,7.0,6.0,1.2,0.8,0.456,0.32,0.764,,,jordami01,fmvp,,,,,,,,,,
1995-96,NBA,Michael Jordan,,32.0,CHI,6.0,42.0,27.3,5.3,4.2,1.7,0.2,0.415,0.316,0.836,,,jordami01,fmvp,,,,,,,,,,
1994-95,NBA,Hakeem Olajuwon,,32.0,HOU,4.0,44.8,32.8,11.5,5.5,2.0,2.0,0.483,1.0,0.692,,,olajuha01,fmvp,,,,,,,,,,
1993-94,NBA,Hakeem Olajuwon,,31.0,HOU,7.0,43.1,26.9,9.1,3.6,1.6,3.9,0.5,1.0,0.86,,,olajuha01,fmvp,,,,,,,,,,
1992-93,NBA,Michael Jordan,,29.0,CHI,6.0,45.7,41.0,8.5,6.3,1.7,0.7,0.508,0.4,0.694,,,jordami01,fmvp,,,,,,,,,,
1991-92,NBA,Michael Jordan,,28.0,CHI,6.0,42.3,35.8,4.8,6.5,1.7,0.3,0.526,0.429,0.891,,,jordami01,fmvp,,,,,,,,,,
1990-91,NBA,Michael Jordan,,27.0,CHI,5.0,44.0,31.2,6.6,11.4,2.8,1.4,0.558,0.5,0.848,,,jordami01,fmvp,,,,,,,,,,
1989-90,NBA,Isiah Thomas,,28.0,DET,5.0,38.4,27.6,5.2,7.0,1.6,0.4,0.542,0.688,0.742,,,thomais01,fmvp,,,,,,,,,,
1988-89,NBA,Joe Dumars,,25.0,DET,4.0,36.8,27.3,1.8,6.0,0.5,0.3,0.576,0.0,0.868,,,dumarjo01,fmvp,,,,,,,,,,
1987-88,NBA,James Worthy,,26.0,LAL,7.0,38.0,22.0,7.4,4.4,0.7,0.6,0.492,0.0,0.735,,,worthja01,fmvp,,,,,,,,,,
1986-87,NBA,Magic Johnson,,27.0,LAL,6.0,39.3,26.2,8.0,13.0,2.3,0.3,0.541,0.5,0.96,,,johnsma02,fmvp,,,,,,,,,,
1985-86,NBA,Larry Bird,,29.0,BOS,6.0,44.8,24.0,9.7,9.5,2.7,0.3,0.482,0.368,0.939,,,birdla01,fmvp,,,,,,,,,,
1984-85,NBA,Kareem Abdul-Jabbar,,37.0,LAL,6.0,35.5,25.7,9.0,5.2,1.0,1.5,0.604,,0.769,,,abdulka01,fmvp,,,,,,,,,,
1983-84,NBA,Larry Bird,,27.0,BOS,7.0,43.6,27.4,14.0,3.6,2.1,1.1,0.484,0.667,0.842,,,birdla01,fmvp,,,,,,,,,,
1982-83,NBA,Moses Malone,,27.0,PHI,4.0,39.3,25.8,18.0,2.0,1.5,1.5,0.507,,0.66,,,malonmo01,fmvp,,,,,,,,,,
1981-82,NBA,Magic Johnson,,22.0,LAL,6.0,41.7,16.2,10.8,8.0,2.5,0.3,0.533,0.0,0.846,,,johnsma02,fmvp,,,,,,,,,,
1980-81,NBA,Cedric Maxwell,,25.0,BOS,6.0,37.8,17.7,9.5,2.8,0.2,1.0,0.568,,0.759,,,maxwece01,fmvp,,,,,,,,,,
1979-80,NBA,Magic Johnson,,20.0,LAL,6.0,42.7,21.5,11.2,8.7,2.7,0.3,0.573,0.0,0.875,,,johnsma02,fmvp,,,,,,,,,,
1978-79,NBA,Dennis Johnson,,24.0,SEA,5.0,44.8,22.6,6.0,6.0,1.8,2.2,0.459,,0.719,,,johnsde01,fmvp,,,,,,,,,,
1977-78,NBA,Wes Unseld,,31.0,WSB,7.0,38.6,9.0,11.7,3.9,0.6,0.1,0.52,,0.55,,,unselwe01,fmvp,,,,,,,,,,
1976-77,NBA,Bill Walton,,24.0,POR,6.0,37.7,18.5,19.0,5.2,1.0,3.7,0.545,,0.789,,,waltobi01,fmvp,,,,,,,,,,
1975-76,NBA,Jo Jo White,,29.0,BOS,6.0,46.5,21.7,4.3,5.8,1.5,0.0,0.439,,0.878,,,whitejo01,fmvp,,,,,,,,,,
1974-75,NBA,Rick Barry,,30.0,GSW,4.0,43.0,29.5,4.0,5.0,3.5,0.8,0.444,,0.938,,,barryri01,fmvp,,,,,,,,,,
1973-74,NBA,John Havlicek,,33.0,BOS,7.0,47.1,26.4,7.7,4.7,1.9,0.0,0.429,,0.872,,,havlijo01,fmvp,,,,,,,,,,
1972-73,NBA,Willis Reed,,30.0,NYK,5.0,30.0,16.4,9.2,2.6,,,0.493,,0.889,,,reedwi01,fmvp,,,,,,,,,,
1971-72,NBA,Wilt Chamberlain,,35.0,LAL,5.0,47.2,19.4,23.2,2.6,,,0.6,,0.543,,,chambwi01,fmvp,,,,,,,,,,
1970-71,NBA,Kareem Abdul-Jabbar,,23.0,MIL,4.0,42.0,27.0,18.5,2.8,,,0.605,,0.762,,,abdulka01,fmvp,,,,,,,,,,
1969-70,NBA,Willis Reed,,27.0,NYK,6.0,37.7,23.0,10.5,2.8,,,0.484,,0.588,,,reedwi01,fmvp,,,,,,,,,,
1968-69,NBA,Jerry West,,30.0,LAL,7.0,43.9,37.9,4.7,7.4,,,0.49,,0.839,,,westje01,fmvp,,,,,,,,,,
2024-25,NBA,Dyson Daniels,(V),21.0,ATL,76.0,33.8,14.1,5.9,4.4,3.0,0.7,0.493,0.34,0.593,5.0,0.093,daniedy01,mip,,,,,,,,,,
2023-24,NBA,Tyrese Maxey,(V),23.0,PHI,70.0,37.5,25.9,3.7,6.2,1.0,0.5,0.45,0.373,0.868,8.1,0.147,maxeyty01,mip,,,,,,,,,,
2022-23,NBA,Lauri Markkanen,(V),25.0,UTA,66.0,34.4,25.6,8.6,1.9,0.6,0.6,0.499,0.391,0.875,8.2,0.173,markkla01,mip,,,,,,,,,,
2021-22,NBA,Ja Morant,(V),22.0,MEM,57.0,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,6.7,0.171,moranja01,mip,,,,,,,,,,
2020-21,NBA,Julius Randle,(V),26.0,NYK,71.0,37.6,24.1,10.2,6.0,0.9,0.3,0.456,0.411,0.811,7.8,0.14,randlju01,mip,,,,,,,,,,
2019-20,NBA,Brandon Ingram,(V),22.0,NOP,62.0,33.9,23.8,6.1,4.2,1.0,0.6,0.463,0.391,0.851,5.1,0.115,ingrabr01,mip,,,,,,,,,,
2018-19,NBA,Pascal Siakam,(V),24.0,TOR,80.0,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,siakapa01,mip,,,,,,,,,,
2017-18,NBA,Victor Oladipo,(V),25.0,IND,75.0,34.0,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,oladivi01,mip,,,,,,,,,,
2016-17,NBA,Giannis Antetokounmpo,(V),22.0,MIL,80.0,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,antetgi01,mip,,,,,,,,,,
2015-16,NBA,CJ McCollum,(V),24.0,POR,80.0,34.8,20.8,3.2,4.3,1.2,0.3,0.448,0.417,0.827,6.0,0.104,mccolcj01,mip,,,,,,,,,,
2014-15,NBA,Jimmy Butler,(V),25.0,CHI,65.0,38.7,20.0,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,butleji01,mip,,,,,,,,,,
2013-14,NBA,Goran Dragić,(V),27.0,PHO,76.0,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,dragigo01,mip,,,,,,,,,,
2012-13,NBA,Paul George,(V),22.0,IND,79.0,37.6,17.4,7.6,4.1,1.8,0.6,0.419,0.362,0.807,9.0,0.145,georgpa01,mip,,,,,,,,,,
2011-12,NBA,Ryan Anderson,(V),23.0,ORL,61.0,32.2,16.1,7.7,0.9,0.8,0.4,0.439,0.393,0.877,8.9,0.219,anderry01,mip,,,,,,,,,,
2010-11,NBA,Kevin Love,(V),22.0,MIN,73.0,35.8,20.2,15.2,2.5,0.6,0.4,0.47,0.417,0.85,11.4,0.21,loveke01,mip,,,,,,,,,,
2009-10,NBA,Aaron Brooks,(V),25.0,HOU,82.0,35.6,19.6,2.6,5.3,0.8,0.2,0.432,0.398,0.822,5.5,0.091,brookaa01,mip,,,,,,,,,,
2008-09,NBA,Danny Granger,(V),25.0,IND,67.0,36.2,25.8,5.1,2.7,1.0,1.4,0.447,0.404,0.878,8.0,0.158,grangda01,mip,,,,,,,,,,
2007-08,NBA,Hedo Türkoğlu,(V),28.0,ORL,82.0,36.9,19.5,5.7,5.0,0.9,0.3,0.456,0.4,0.829,9.0,0.143,turkohe01,mip,,,,,,,,,,
2006-07,NBA,Monta Ellis,(V),21.0,GSW,77.0,34.3,16.5,3.2,4.1,1.7,0.3,0.475,0.273,0.763,4.0,0.072,ellismo01,mip,,,,,,,,,,
2005-06,NBA,Boris Diaw,(V),23.0,PHO,81.0,35.5,13.3,6.9,6.2,0.7,1.0,0.526,0.267,0.731,8.9,0.149,diawbo01,mip,,,,,,,,,,
2004-05,NBA,Bobby Simmons,(V),24.0,LAC,75.0,37.3,16.4,5.9,2.7,1.4,0.2,0.466,0.435,0.846,6.8,0.117,simmobo01,mip,,,,,,,,,,
2003-04,NBA,Zach Randolph,(V),22.0,POR,81.0,37.9,20.1,10.5,2.0,0.8,0.5,0.485,0.2,0.761,7.1,0.111,randoza01,mip,,,,,,,,,,
2002-03,NBA,Gilbert Arenas,(V),21.0,GSW,82.0,35.0,18.3,4.7,6.3,1.5,0.2,0.431,0.348,0.791,6.5,0.109,arenagi01,mip,,,,,,,,,,
